SNo,அதிகாரம்,இயல்,பால்,Chapter,Book,Division,अध्याय-chapter,विभाजन-Division,पुस्तक-book,தமிழ்,English,हिन्दी,English_explanation,Tamil_Explanation,Hindi_Explanation
734,நாடு,அரணியல்,பொருட்பால்,The Land,The Essentials of a State,Wealth,द लैंड,धन,एक राज्य की अनिवार्यताएं,உறுபசியும் ஓவாப் பிணியும் செறுபகையும் சேரா தியல்வது நாடு.,"That is a 'land' whose peaceful annals know, Nor famine fierce, nor wasting plague, nor ravage of the foe. ","भूख अपार न है जहाँ, रोग निरंतर है न ।  और न नाशक शत्रु भी, श्रेष्ठ राष्ट्र की सैन ॥","A kingdom is that which continues to be free from excessive starvation, irremediable epidemics, and destructive foes.","பொறை ஒருங்கு மேல் வருங்கால் தாங்கி - பிற நாடுகள்  பொறுத்த பாரமெல்லாம் ஒருங்கே தன்கண் வருங்கால்  அவற்றைத் தாங்கி; இறைவற்கு இறை ஒருங்கு நேர்வது நாடு -  அதன்மேல் தன் அரசனுக்கு இறைப்பொருள் முழுவதையும்  உடம்பட்டுக் கொடுப்பதே நாடாவது.   (உறுபசி, உழவருடைமையானும் ஆற்ற விளைதலானும்  சேராதாயிற்று. ஓவாப்பிணி, தீக்காற்று மிக்க குளிர்  வெப்பங்களும் நுகரப்படுமவற்றது தீமையும் இன்மையின்  சேராதாயிற்று. செறு பகை, அரசனாற்றலும் நிலை படையும்  அடவியும் அரணும் உடைமையின் சேராதாயிற்று.) ---","एक राज्य वह है जो अत्यधिक भुखमरी, अपरिवर्तनीय महामारियों और विनाशकारी दुश्मनों से मुक्त रहता है।"
735,நாடு,அரணியல்,பொருட்பால்,The Land,The Essentials of a State,Wealth,द लैंड,धन,एक राज्य की अनिवार्यताएं,பல்குழுவும் பாழ்செய்யும் உட்பகையும் வேந்தலைக்கும் கொல்குறும்பும் இல்லத,"From factions free, and desolating civil strife, and band Of lurking murderers that king afflict, that is the 'land'. ","होते नहीं, विभिन्न दल, नाशक अंतर-वैर ।  नृप-कंटक खूनी नहीं, वही राष्ट्र है, ख़ैर ॥","A kingdom is that which is without various (irregular) associations, destructive internal enemies, and murderous savages who (sometimes) harass the sovereign.","பல் குழுவும் - சங்கேத வயத்தான் மாறுபட்டுக் கூடும் பல  கூட்டமும்; பாழ் செய்யும் உட்பகையும் - உடனுறையா நின்றே  பாழாகச் செய்யும் உட்பகையும்; வேந்து அலைக்கும் கொல்  குறும்பும் இல்லது நாடு - அளவு வந்தால் வேந்தனை  அலைக்கும் கொல்வினைக் குறும்பரும் இல்லாததே நாடாவது.   (சங்கேதம் - சாதி பற்றியும் கடவுள் பற்றியும் பலர்க்கு உளதாம்  ஒருமை. உட்பகை - ஆறலைப்பார், கள்வர், குறளை கூறுவார்  முதலிய மக்களும், பன்றி, புலி கரடி முதலிய விலங்குகளும்.  'உட்பகை, குறும்பு' என்பன ஆகுபெயர். இம் மூன்றும்  அரசனாலும் வாழ்வாராலும் கடியப்பட்டு நடப்பதே நாடு  என்பதாம்.) ---","एक राज्य वह है जो विभिन्न (अनियमित) संघों, विनाशकारी आंतरिक दुश्मनों और हत्यारे क्रूरों के बिना है जो (कभी - कभी) संप्रभु को परेशान करते हैं।"
736,நாடு,அரணியல்,பொருட்பால்,The Land,The Essentials of a State,Wealth,द लैंड,धन,एक राज्य की अनिवार्यताएं,கேடறியாக் கெட்ட இடத்தும் வளங்குன்றா நாடென்ப நாட்டின் தலை.,"Chief of all lands is that, where nought disturbs its peace; Or, if invaders come, still yields its rich increase. ","नाश न होता, यदि हुआ, तो भी उपज यथेष्ट ।  जिसमें कम होती नहीं, वह राष्ट्रों में श्रेष्ठ ॥","The learned say that the best kingdom is that which knows no evil (from its foes), and, if injured (at all), suffers no diminution in its fruitfulness.","கேடு அறியா - பகைவரால் கெடுதலறியாததாய்; கெட்ட  விடத்தும் வளம் குன்றா நாடு - அரிதின் கெட்டதாயினும்  அப்பொழுதும் தன் வளங்குன்றாத நாட்டினை; நாட்டின் தலை  என்ப எல்லா நாட்டினும் தலை என்று சொல்லுவர் நூலோர்.   ('அறியாத, குன்றாத' என்னும் பெயரெச்சங்களின் இறுதி  நிலைகள் விகாரத்தால் தொக்கன. கேடு அறியாமை  ரசனாற்றலானும், கடவுட்பூசை அறங்கள் என்றிவற்றது  செயலானும் வரும். வளம் - ஆகாரங்களிற் படுவனவும்,  வயலினும் தண்டலையினும் விளைவனவுமாம். குன்றாமை:  அவை செய்ய வேண்டாமல் இயல்பாகவே உளவாயும் முன்  ஈட்டப்பட்டும் குறைவறுதல். இவை ஆறு பாட்டானும் நாட்டது  இலக்கணம் கூறப்பட்டது.) ---","विद्वान कहते हैं कि सबसे अच्छा राज्य वह है जो कोई बुराई (अपने दुश्मनों से) नहीं जानता है, और, यदि चोट लगी है (बिल्कुल भी), तो इसके फल में कोई कमी नहीं होती है।"
737,நாடு,அரணியல்,பொருட்பால்,The Land,The Essentials of a State,Wealth,द लैंड,धन,एक राज्य की अनिवार्यताएं,இருபுனலும் வாய்ந்த மலையும் வருபுனலும் வல்லரணும் நாட்டிற்கு உறுப்பு.,"Waters from rains and springs, a mountain near, and waters thence; These make a land, with fortress' sure defence. ","कूप सरोवर नद-नदी, इनके पानी संग ।  सुस्थित पर्वत सुदृढ़ गढ़, बनते राष्ट्र-सुअंग ॥","The constituents of a kingdom are the two waters (from above and below), well situated hills and an undestructible fort.","இருபுனலும் -'கீழ் நீர், மேல் நீர்' எனப்பட்ட தன்கண் நீரும்;  வாய்ந்தமலையும் - வாய்ப்புடையதாய மலையும்; வருபுனலும்  - அதனினின்றும் வருவதாய நீரும்; வல்லரணும் - அழியாத  நகரியும்; நாட்டிற்கு உறுப்பு - நாட்டிற்கு அவயவமாம்.   (ஈண்டுப் 'புனல்' என்றது துரவு கேணிகளும் ஏரிகளும்  ஆறுகளுமாகிய ஆதாரங்களை, அவயவமாதற்குரியன அவையே  ஆகலின். அவற்றான் வானம் வறப்பினும் வளனுடைமை  பெறப்பட்டது. இடையதன்றி ஒருபுடையதாகலும், தன் வளம்  தருதலும், மாரிக்கண் உண்ட நீர் கோடைக்கண் உமிழ்தலும்  உடைமைபற்றி 'வாய்ந்த மலை' என்றார். அரண்-ஆகுபெயர்.  இதனான் அதன் அவயவம் கூறப்பட்டது.) ---","एक राज्य के घटक दो पानी (ऊपर और नीचे से), अच्छी तरह से स्थित पहाड़ियां और एक अविनाशी किला हैं।"
738,நாடு,அரணியல்,பொருட்பால்,The Land,The Essentials of a State,Wealth,द लैंड,धन,एक राज्य की अनिवार्यताएं,பிணியின்மை செல்வம் விளைவின்பம் ஏமம் அணியென்ப நாட்டிவ் வைந்து.,"A country's jewels are these five: unfailing health, Fertility, and joy, a sure defence, and wealth. ","प्रचुर उपज, नीरोगता, प्रसन्नता, ऐश्वर्य ।  और सुरक्षा, पाँच हैं, राष्ट्र-अलंकृति वर्य ॥","Freedom from epidemics, wealth, produce, happiness and protection (to subjects); these five, the learned, say, are the ornaments of a kingdom.","பிணியின்மை செல்வம் விளைவு இன்பம் ஏமம் இவ் ஐந்து -  நோயின்மையும் செல்வம் விளைதல் இன்பம் காவல் என்றிவை  உடைமையுமாகிய இவ்வைந்தனையும்; நாட்டிற்கு அணி என்ப  நாட்டிற்கு அழகு என்று சொல்லுவர் நூலோர்.   (பிணியின்மை, நிலநலத்தான் வருவது. செல்வம்,  மேற்சொல்லியன. இன்பம், விழவும் வேள்வியும் சான்றோரும்  உடைமையானும், நுகர்வன உடைமையானும், நில நீர்களது  நன்மையானும் வாழ்வார்க்கு உள் நிகழ்வது. 'காவல்' எனவே,  அரசன் காவலும், வாழ்வோர் காவலும் அரண் காவலும்,  அடங்கின. பிற தேயங்களினுள்ளாரும் விழைந்து பின்  அவையுள்ளாமைக்கு ஏதுவாய அதன் அழகு இதனாற்  கூறப்பட்டது.) ---","महामारी, धन, उपज, खुशी और सुरक्षा (विषयों के लिए) से स्वतंत्रता; ये पांच, विद्वान, कहते हैं, एक राज्य के गहने हैं।"
739,நாடு,அரணியல்,பொருட்பால்,The Land,The Essentials of a State,Wealth,द लैंड,धन,एक राज्य की अनिवार्यताएं,நாடென்ப நாடா வளத்தன நாடல்ல நாட வளந்தரு நாடு.,"That is a land that yields increase unsought, That is no land whose gifts with toil are bought. ","राष्ट्र वही जिसकी उपज, होती है बिन यत्न ।  राष्ट्र नहीं वह यदि उपज, होती है कर यत्न ॥","The learned say that those are kingdom whose wealth is not laboured for, and those not, whose wealth is only obtained through labour.","நாடா வளத்தன நாடு என்ப - தங்கண் வாழ்வார் தேடி  வருந்தாமல் அவர்பால் தானே அடையும் செல்வத்தை  உடையவற்றை நூலோர் நாடு என்று சொல்வர்; நாடவளம்  தரும் நாடு நாடு அல்ல - ஆதலால் தேடி வருந்தச் செல்வம்  அடைவிக்கும் நாடுகள் நாடாகா.   (நாடுதல், இரு வழியும் வருத்தத்தின்மேல் நின்றது. ""பொருள்  செய்வார்க்கும் அஃது இடம்"" (சிந். நாம 48.) என்றார் பிறரும்.  நூலோர் விதிபற்றி எதிர்மறை முகத்தான் குற்றம் கூறியவாறு.  இவ்வாறின்றி, 'என்ப' என்பதனைப் பின்னும் கூட்டி  இருபொருள்பட உரைப்பின், அனுவாதமாம்.) ---","विद्वान कहते हैं कि वे राज्य हैं जिनके धन के लिए परिश्रम नहीं किया जाता है, और जिनके धन को केवल श्रम के माध्यम से प्राप्त किया जाता है।"
740,நாடு,அரணியல்,பொருட்பால்,The Land,The Essentials of a State,Wealth,द लैंड,धन,एक राज्य की अनिवार्यताएं,ஆங்கமை வெய்தியக் கண்ணும் பயமின்றே வேந்தமை வில்லாத நாடு.,"Though blest with all these varied gifts' increase, A land gains nought that is not with its king at peace. ","उपर्युक्त साधन सभी, होते हुए अपार ।  प्रजा-भूप-सद्‍भाव बिन, राष्ट्र रहा बेकार ॥","Although in possession of all the above mentioned excellences, these are indeed of no use to a country, in the absence of harmony between the sovereign and the sujects.","வேந்து அமைவு இல்லாத நாடு - வேந்தனோடு மேவுதல்  இல்லாத நாடு; ஆங்கு அமைவு எய்தியக் கண்ணும் பயம்  இன்றே - மேற்சொல்லிய குணங்கள் எல்லாவற்றினும்  நிறைந்திருந்ததாயினும், அவற்றால் பயனுடைத்தன்று.   ('வேந்து அமைவு' எனவே, குடிகள் அவன்மாட்டு  அன்புடையராதலும், அவன்தான் இவர்மாட்டு  அருளுடையனாதலும் அடங்கின. அவை இல்வழி வாழ்வோர்  இன்மையின், அவற்றால் பயனின்றாயிற்று. இவை இரண்டு  பாட்டானும் அதன் குற்றம் கூறப்பட்டது.) ---","यद्यपि उपर्युक्त सभी उत्कृष्टताओं के कब्जे में, ये वास्तव में एक देश के लिए कोई फायदा नहीं हैं, संप्रभु और sujects के बीच सद्भाव के अभाव में।"
741,அரண்,அரணியல்,பொருட்பால்,The Fortification,The Essentials of a State,Wealth,किलाबंदी,धन,एक राज्य की अनिवार्यताएं,ஆற்று பவர்க்கும் அரண்பொருள் அஞ்சித்தற் போற்று பவர்க்கும் பொருள்.,"A fort is wealth to those who act against their foes; Is wealth to them who, fearing, guard themselves from woes. ","आक्रामक को दुर्ग है, साधन महत्वपूर्ण ।  शरणार्थी-रक्षक वही, जो रिपु-भय से चूर्ण ॥",A fort is an object of importance to those who march (against their foes) as well as to those who through fear (of pursuers) would seek it for shelter.,"ஆற்றுபவர்க்கும் அரண் பொருள் - மூவகை  ஆற்றலுமுடையராய்ப் பிறர்மேற்செல்வார்க்கும் அரண் சிறந்தது;  அஞ்சித் தன் போற்றுபவர்க்கும் அரண் பொருள் - அவையின்றித்  தம்மேல் வருவார்க்கு அஞ்சித் தன்னையே அடைவார்க்கும்  அரண் சிறந்தது.   (பிறர்மேல் செல்லுங்கால் உரிமை பொருள் முதலியவற்றைப்  பிறனொருவன் வௌவாமல் வைத்துச்  செல்லவேண்டுமாகலானும், அப்பெருமை தொலைந்து இறுதி  வந்துழிக் கடல் நடுவண் உடைகலத்தால் போன்று ஏமங்காணாது  இறுவராகலானும், ஆற்றுபவர்க்கும் பொற்றுபவர்க்கும் அரண்  பொருளாயிற்று. ஆற்றல் உடையாராயினும் அரண் இல்வழி  அழியும் பாலராகலின், அவரை முற்கூறினார். இதனான்,  அரணினது சிறப்புக் கூறப்பட்டது.) ---",एक किला उन लोगों के लिए महत्वपूर्ण वस्तु है जो (अपने दुश्मनों के खिलाफ) मार्च करते हैं और साथ ही उन लोगों के लिए भी जो डर (पीछा करने वालों के) के माध्यम से इसे आश्रय के लिए खोजते हैं।
742,அரண்,அரணியல்,பொருட்பால்,The Fortification,The Essentials of a State,Wealth,किलाबंदी,धन,एक राज्य की अनिवार्यताएं,மணிநீரும் மண்ணும் மலையும் அணிநிழற் காடும் உடைய தரண்.,"A fort is that which owns fount of waters crystal clear, An open space, a hill, and shade of beauteous forest near. ","मणि सम जल, मरु भूमि औ’, जंगल घना पहाड़ ।  कहलाता है दुर्ग वह, जब हो इनसे आड़ ॥","A fort is that which has everlasting water, plains, mountains and cool shady forests.","மணி நீரும் மண்ணும் மலையும் அணிநிழற் காடும் உடையது  அரண் - மணி போலும் நிறத்தினையுடைய நீரும்,  வெள்புள்ளிடை நிலமும், மலையும், குளிர்ந்த நிழலையுடைய  காடும் உடையதே அரணாவது.   (எஞ்ஞான்றும் வற்றாத நீர் என்பார் 'மணி நீர்' என்றும், நீரும்  நிழலும் இல்லா மருநிலமும் என்பார் 'மண்' என்றும், செறிந்த  காடு என்பார். 'அணி நிழற் காடு' என்றும் கூறினார்.  மதிற்புறத்து மருநிலம் பகைவர் அரண் பற்றாமைப் பொருட்டு.  நீரரண், நிலவரண், மலையரண், காட்டரண் என இயற்கையும்  செயற்கையுமாய இந்நான்கு அரணும் சூழப்படுவது அரண்  என்பதாம்.) ---","एक किला वह है जिसमें चिरस्थायी पानी, मैदान, पहाड़ और ठंडे छायादार जंगल होते हैं।"
743,அரண்,அரணியல்,பொருட்பால்,The Fortification,The Essentials of a State,Wealth,किलाबंदी,धन,एक राज्य की अनिवार्यताएं,உயர்வகலம் திண்மை அருமைஇந் நான்கின் அமைவரண் என்றுரைக்கும் நூல்.,"Height, breadth, strength, difficult access: Science declares a fort must these possess. ","उँचा, चौड़ा और दृढ़, अगम्य भी अत्यंत ।  चारों गुणयुत दुर्ग है, यों कहते हैं ग्रन्थ ॥","The learned say that a fortress is an enclosure having these four (qualities) viz., height, breadth, strength and inaccessibility.","உயர்வு, அகலம், திண்மை, அருமை இந்நான்கின் அமைவு -  உயர்ச்சியும், அகலமும், திண்மையும், அருமையும் என்று  சொல்லப்பட்ட இந்நான்கின் மிகுதியையுடைய மதிலை; அரண்  என்று உரைக்கும் நூல் - அரண் என்று சொல்லுவர் நூலோர்.   ('அமைவு', 'நூல்' என்பன ஆகுபெயர் - உயர்வு - ஏணி  யெய்தாதது. அகலம் - புறத்தோர்க்கு அகழலாகா அடியகலமும்,  அகத்தோர்க்கு நின்று வினை செய்யலாம் தலையகலமும்.  திண்மை - கல் இட்டிகைகளாற் செய்தலின் குத்தப்படாமை.  அருமை - பொறிகளான் அணுகுதற்கு அருமை. பொறிகளாவன,  ""வளைவிற் பொறியும் அயிற்செறி நிலையும், கருவிர லூகமும்  கல்லுமிழ் கவணும், பரிவுறு வெத்நெயும் பாகடு குழிசியும்,  காய்பொன் உலையும், கல்லிடு கூடையும், தூண்டிலும்  துடக்கும் ஆண்டலை யடுப்பும், கவையும் கழுவும் புதையும்  புழையும், ஐயவித் துலாமும் கைபெய ரூசியும், சென்றெறி  சிரலும், பன்றியும் பணையும், எழுவும் சீப்பும் உழுவிறற்  கணையமும்,கோலும் குந்தமும் வேலும் சூலமும்"" (சிலப்.  அடைக் 207-216) என்றிவை முதலாயின.) ---","विद्वान कहते हैं कि एक किला एक घेरा होता है जिसमें ये चार (गुण) होते हैं जैसे, ऊंचाई, चौड़ाई, ताकत और दुर्गमता।"
744,அரண்,அரணியல்,பொருட்பால்,The Fortification,The Essentials of a State,Wealth,किलाबंदी,धन,एक राज्य की अनिवार्यताएं,சிறுகாப்பிற் பேரிடத்த தாகி உறுபகை ஊக்கம் அழிப்ப தரண்.,"A fort must need but slight defence, yet ample be, Defying all the foeman's energy. ","अति विस्तृत होते हुए, रक्षणीय थल तंग ।  दुर्ग वही जो शत्रु का, करता नष्ट उमंग ॥","A fort is that which has an extensive space within, but only small places to be guarded, and such as can destroy the courage of besieging foes.","சிறு காப்பின் பேர் இடத்து ஆகி - காக்க வேண்டும் இடம்  சிறிதாய் அகன்ற இடத்தை உடைத்தாய்; உறு பகை ஊக்கம்  அழிப்பது அரண் - தன்னை வந்து முற்றிய பகைவரது மன  எழுச்சியைக் கெடுப்பதே அரணாவது.   (வாயிலும் வழியும் ஒழிந்த இடங்கள் மலை, காடு, நீர்நிலை  என்றிவற்றுள் ஏற்பன உடைத்தாதல் பற்றி, 'சிறுகாப்பின்'  என்றும், அகத்தோர் நலிவின்றியிருத்தல் பற்றி, 'பேரிடத்தது  ஆகி' என்றும், தன் வலி நோக்கி 'இது பொழுதே அழித்தும்'  என்று வரும் பகைவர் வந்து கண்டால், அவ்வூக்கமொழிதல்  பற்றி, 'ஊக்கம் அழிப்பது' என்றும் கூறினார்.) ---","एक किला वह है जिसके भीतर एक व्यापक स्थान है, लेकिन केवल छोटे स्थानों की रक्षा की जानी है, और जो दुश्मनों को घेरने के साहस को नष्ट कर सकता है।"
745,அரண்,அரணியல்,பொருட்பால்,The Fortification,The Essentials of a State,Wealth,किलाबंदी,धन,एक राज्य की अनिवार्यताएं,கொளற்கரிதாய்க் கொண்டகூழ்த் தாகி அகத்தார் நிலைக்கெளிதாம் நீரது அரண்.,"Impregnable, containing ample stores of food, A fort for those within, must be a warlike station good. ","जो रहता दुर्जेय है, रखता यथेष्ट अन्न ।  अंतरस्थ टिकते सुलभ, दुर्ग वही संपन्न ॥","A fort is that which cannot be captured, which abounds in suitable provisions, and affords a position of easy defence to its inmates.","கொளற்கு அரிதாய் - புறத்தாரால் கோடற்கு அரிதாய்; கொண்ட  கூழ்த்து ஆகி - உட்கொண்ட பலவகை உணவிற்றாய்; அகத்தார்  நிலைக்கு எளிதாம் நீரது அரண் - அகத்தாரது போர்நிலைக்கு  எளிதாய நீர்மையையுடையதே அரணாவது.   (கோடற்கு அருமை: இளை கிடங்குகளானும், பொறிகளானும்  இடங்கொள்ளுதற்கு அருமை. உணவு தலைமைபற்றிக்  கூறினமையின், மற்றுள்ள நுகரப்படுவனவும் அடங்கின.  நிலைக்கு எளிதாம் நீர்மையாவது, அகத்தார் விட்ட ஆயுதம்  முதலிய புறத்தார்மேல் எளிதில் சேறலும்' அவர் விட்டன  அகத்தார்மேல் செல்லாமையும்; பதணப்பரப்பும் முதலாயின. ---","एक किला वह है जिसे कब्जा नहीं किया जा सकता है, जो उपयुक्त प्रावधानों में भरपूर है, और अपने कैदियों के लिए आसान बचाव की स्थिति प्रदान करता है।"
746,அரண்,அரணியல்,பொருட்பால்,The Fortification,The Essentials of a State,Wealth,किलाबंदी,धन,एक राज्य की अनिवार्यताएं,எல்லாப் பொருளும் உடைத்தாய் இடத்துதவும் நல்லாள் உடையது அரண்.,"A fort, with all munitions amply stored, In time of need should good reserves afford. ","कहलाता है दुर्ग वह, जो रख सभी पदार्थ ।  देता संकट काल में, योग्य वीर रक्षार्थ ॥","A fort is that which has all (needful) things, and excellent heroes that can help it against destruction (by foes).","எல்லாப் பொருளும் உடைத்தாய - அகத்தோர்க்கு வேண்டும்  பொருள்கள எல்லாவற்றையும் உள்ளே உடைத்தாய்; இடத்து  உதவும் நல்லாள் உடையது அரண் - புறத்தோரால் அழிவெய்தும்  எல்லைக்கண் அஃது எய்தாவகை உதவிக் காக்கும் நல்ல  வீரரையும் உடையதே அரணாவது.   (அரசன் மாட்டு அன்பும் மானமும் மறமும் சோர்வின்மையும்  முதலிய நற்குணங்கள் உடைமைபற்றி, 'நல்லாள்' என்றார்.) -- -","एक किला वह है जिसमें सभी (आवश्यक) चीजें हैं, और उत्कृष्ट नायक हैं जो इसे विनाश (दुश्मनों द्वारा) के खिलाफ मदद कर सकते हैं।"
747,அரண்,அரணியல்,பொருட்பால்,The Fortification,The Essentials of a State,Wealth,किलाबंदी,धन,एक राज्य की अनिवार्यताएं,முற்றியும் முற்றா தெறிந்தும் அறைப்படுத்தும் பற்றற் கரியது அரண்.,"A fort should be impregnable to foes who gird it round, Or aim there darts from far, or mine beneath the ground. ","पिल पड़ कर या घेर कर, या करके छलछिद्र ।  जिसको हथिया ना सके, है वह दुर्ग विचित्र ॥","A fort is that which cannot be captured by blockading, assaulting, or undermining it.","முற்றியும் - புகலொடு போக்கு ஒழியும் வகை நெருங்கிச்  சூழ்ந்தும்; முற்றாது எறிந்தும் - அங்ஙனம் சூழாது நெகிழ்ந்த  இடன் நோக்கி ஒருமுகமாகப் பொருதும்; அறைப்படுத்தும் -  அகத்தோரை அவர் தௌ¢ந்தோரை விட்டுக் கீழறுத்துத்  திறப்பித்தும்; பற்றற்கு அரியது அரண் - புறத்தோரால்  கொள்ளுதற்கு அரியதே அரணாவது.   (இம் மூன்று உபாயத்துள்ளும் முதலாவது எல்லாப் பொருளும்  உடைமையானும், ஏனைய நல்லாளுடைமையானும்  வாயாவாயின.) ---","एक किला वह है जिसे अवरोध, हमला या इसे कम करके कब्जा नहीं किया जा सकता है।"
748,அரண்,அரணியல்,பொருட்பால்,The Fortification,The Essentials of a State,Wealth,किलाबंदी,धन,एक राज्य की अनिवार्यताएं,முற்றாற்றி முற்றி யவரையும் பற்றாற்றிப் பற்றியார் வெல்வது அரண்.,"Howe'er the circling foe may strive access to win, A fort should give the victory to those who guard within. ","दुर्ग वही यदि चतुर रिपु, घेरा डालें घोर ।  अंतरस्थ डट कर लडें, पावें जय बरज़ोर ॥","That is a fort whose inmates are able to overcome without losing their ground, even abler men who have besieged it.","முற்று அற்றி முற்றியவரையும் - தானைப் பெருமையால்  சூழ்தல் வல்லராய் வந்து சூழ்ந்த புறத்தோரையும், பற்றி யார்  பற்று ஆற்றி வெல்வது அரண் - தன்னைப் பற்றிய அகத்தோர்  தாம் பற்றிய இடம் விடாதே நின்று பொருது வெல்வதே  அரணாவது.   (உம்மை, சிறப்பும்மை. 'பற்றின் கண்ணே ஆற்றி' என  விரியும். பற்று - ஆகுபெயர். 'வெல்வது' என, உடையார்  தொழில் அரண்மேல் நின்றது. பெரும் படையானைச்  சிறுபடையான் பொறுத்து நிற்கும் துணையேயன்றி, வெல்லும்  இயல்பினது என்பதாம். இதற்குப் பிறிது உரைப்பாரும் உளர்.  இவை ஏழு பாட்டானும் அதனது இலக்கணம் கூறப்பட்டது.) ---","यह एक ऐसा किला है जिसके कैदी अपनी जमीन खोए बिना दूर करने में सक्षम हैं, यहां तक कि सक्षम पुरुष भी जिन्होंने इसे घेर लिया है।"
749,அரண்,அரணியல்,பொருட்பால்,The Fortification,The Essentials of a State,Wealth,किलाबंदी,धन,एक राज्य की अनिवार्यताएं,முனைமுகத்து மாற்றலர் சாய வினைமுகத்து வீறெய்தி மாண்ட தரண்.,At outset of the strife a fort should foes dismay; And greatness gain by deeds in every glorious day. ,"शत्रु-नाश हो युद्ध में, ऐसे शस्त्र प्रयोग ।  करने के साधन जहाँ, है गढ़ वही अमोघ ॥",A fort is that which derives excellence from the stratagems made (by its inmates) to defeat their enemies in the battlefield.,"முனைமுகத்து மாற்றலர் சாய வினைமுகத்து வீறு எய்தி -  போர் தொடங்கின அளவிலே பகைவர் கெடும் வண்ணம்  அகத்தோர் செய்யும் வினை வேறுபாடுகளான் வீறு பெற்று;  மாண்டது அரண் - மற்றும் வேண்டும் மாட்சியையுடையதே  அரணாவது.   (தொடக்கத்திற் கெட்டார் பின்னுங் கூடிப் பொருதல்  கூடாமையின், 'முனைமுகத்துச் சாய' என்றார். வினை  வேறுபாடுகளாவன: பகைவர் தொடங்கிய போரினை அறிந்து,  எய்தல், எறிதல், குத்துதல், வெட்டுதல் என்றிவை முதலாய  வினைகளுள், அதனைச் சாய்ப்பன செய்தல். 'மற்றும்  வேண்டும் மாட்சி' யென்றது, புறத்தோர் அறியாமற் புகுதல்  செய்தற்குக் கண்ட சுருங்கை வழி முதலாயின உடைமை.) ---",एक किला वह है जो युद्ध के मैदान में अपने दुश्मनों को हराने के लिए (इसके कैदियों द्वारा) बनाए गए षड्यंत्रों से उत्कृष्टता प्राप्त करता है।
750,அரண்,அரணியல்,பொருட்பால்,The Fortification,The Essentials of a State,Wealth,किलाबंदी,धन,एक राज्य की अनिवार्यताएं,எனைமாட்சித் தாகியக் கண்ணும் வினைமாட்சி இல்லார்கண் இல்லது அரண்.,"Howe'er majestic castled walls may rise, To craven souls no fortress strength supplies. ","गढ़-रक्षक रण-कार्य में, यदि हैं नहीं समर्थ ।  अत्युत्तम गढ़ क्यों न हो, होता है वह व्यर्थ ॥","Although a fort may possess all (the above-said) excellence, it is, as it were without these, if its inmates possess not the excellence of action.","அரண் - அரண்; எனை மாட்சித்து ஆகியக்கண்ணும் - மேற்  சொல்லப்பட்ட மாட்சியெல்லாம் உடைத்தாய விடத்தும்; வினை  மாட்சி இல்லார்கண் இல்லது - வினை செய்தற்கண் மாட்சி  இல்லாதார் மாட்டு அவையிலதாம்.   (வாளா இருந்தாலும், அளவறியாது செய்தலும், ஏலாதது  செய்தலும் எல்லாம் அடங்க, 'வினைமாட்சியில்லார்' என்றும்,  ஏற்ற வினையை அளவறிந்து செய்து காவாக்கால்  அம்மாட்சிகளால் பயனின்றி அழியுமென்பார்,  'அவையுடைத்தன்று' என்றும் கூறினார். இவை இரண்டு  பாட்டானும் காப்பாரை இன்றியமையாதென்பது கூறப்பட்டது.) -- -","यद्यपि एक किले में सभी (उपर्युक्त) उत्कृष्टता हो सकती है, यह ऐसा है, जैसा कि इसके बिना था, अगर इसके कैदियों के पास कार्रवाई की उत्कृष्टता नहीं है।"
751,பொருள் செயல்வகை,கூழியல்,பொருட்பால்,Way of Accumulating Wealth,Way of Making Wealth,Wealth,धन संचय करने का तरीका,धन,धन कमाने का तरीका,பொருளல் லவரைப் பொருளாகச் செய்யும் பொருளல்லது இல்லை பொருள்.,"Nothing exists save wealth, that can Change man of nought to worthy man. ","धन जो देता है बना, नगण्य को भी गण्य ।  उसे छोड़ कर मनुज को, गण्य वस्तु नहिं अन्य ॥",Besides wealth there is nothing that can change people of no importance into those of (some) importance.,"பொருள் அல்லவரைப் பொருளாகச் செய்யும் பொருளல்லது -  ஒரு பொருளாக மதிக்கப்படாதாரையும் படுவாராகச் செய்ய  வல்ல பொருளையொழிய; பொருள் இல்லை - ஒருவனுக்குப்  பொருளாவதில்லை.   (மதிக்கப்படாதார் - அறிவிலாதார், இழி குலத்தார். இழிவு  சிறப்புஉம்மை விகாரத்தால் தொக்கது. மதிக்கப்படுவாராகச்  செய்தல் அறிவுடையாரும் உயர்குலத்தாரும் அவர்பாற் சென்று  நிற்கப் பண்ணுதல். அதனால் ஈட்டப்படுவது அதுவே;  பிறிதில்லை என்பதாம்.) ---",धन के अलावा ऐसा कुछ भी नहीं है जो महत्वहीन लोगों को (कुछ) महत्व के लोगों में बदल सकता है।
